time,open,high,low,close
2025-06-13 15:30:00,0.81266,0.81277,0.81214,0.81245
2025-06-13 15:45:00,0.81245,0.81305,0.81243,0.81285
2025-06-13 16:00:00,0.81285,0.81365,0.81262,0.81336
2025-06-13 16:15:00,0.81337,0.81373,0.81309,0.81348
2025-06-13 16:30:00,0.81347,0.81391,0.81287,0.81328
2025-06-13 16:45:00,0.81326,0.81331,0.81255,0.81278
2025-06-13 17:00:00,0.81278,0.81294,0.81159,0.81159
2025-06-13 17:15:00,0.81161,0.81193,0.81122,0.81147
2025-06-13 17:30:00,0.81147,0.81181,0.81118,0.81147
2025-06-13 17:45:00,0.81147,0.81216,0.81144,0.81185
2025-06-13 18:00:00,0.81184,0.81249,0.81171,0.81201
2025-06-13 18:15:00,0.81201,0.81201,0.8115,0.8116
2025-06-13 18:30:00,0.8116,0.81174,0.81101,0.81151
2025-06-13 18:45:00,0.81151,0.81187,0.81146,0.8115
2025-06-13 19:00:00,0.8115,0.8115,0.81091,0.81146
2025-06-13 19:15:00,0.81147,0.81147,0.81086,0.81095
2025-06-13 19:30:00,0.81095,0.81116,0.81069,0.811
2025-06-13 19:45:00,0.811,0.81131,0.81085,0.81126
2025-06-13 20:00:00,0.81126,0.81145,0.81109,0.81141
2025-06-13 20:15:00,0.8114,0.81183,0.81126,0.81153
2025-06-13 20:30:00,0.81153,0.81204,0.81147,0.812
2025-06-13 20:45:00,0.812,0.81206,0.81104,0.81121
2025-06-13 21:00:00,0.81121,0.81134,0.8109,0.81101
2025-06-13 21:15:00,0.81101,0.81132,0.81094,0.81129
2025-06-13 21:30:00,0.81129,0.8115,0.81065,0.81131
2025-06-13 21:45:00,0.81131,0.81142,0.81068,0.81137
2025-06-13 22:00:00,0.81138,0.81168,0.81135,0.81152
2025-06-13 22:15:00,0.81151,0.81162,0.8113,0.81139
2025-06-13 22:30:00,0.81141,0.81146,0.81111,0.81114
2025-06-13 22:45:00,0.81114,0.8113,0.81061,0.81079
2025-06-13 23:00:00,0.81079,0.81143,0.81079,0.81136
2025-06-13 23:15:00,0.81137,0.81138,0.81116,0.81121
2025-06-13 23:30:00,0.81122,0.8114,0.81081,0.81084
2025-06-13 23:45:00,0.81085,0.81142,0.8096,0.8096
2025-06-16 00:00:00,0.81038,0.8118,0.81034,0.81141
2025-06-16 00:15:00,0.81151,0.81164,0.81145,0.81164
2025-06-16 00:30:00,0.81163,0.81193,0.81151,0.8117
2025-06-16 00:45:00,0.81171,0.81171,0.81039,0.81041
2025-06-16 01:00:00,0.81044,0.8122,0.81044,0.81161
2025-06-16 01:15:00,0.81161,0.81215,0.81126,0.81158
2025-06-16 01:30:00,0.81157,0.81172,0.811,0.81136
2025-06-16 01:45:00,0.81136,0.81149,0.81094,0.81123
2025-06-16 02:00:00,0.81122,0.8121,0.81107,0.81205
2025-06-16 02:15:00,0.81205,0.81227,0.81188,0.81193
2025-06-16 02:30:00,0.81196,0.81199,0.81156,0.81162
2025-06-16 02:45:00,0.81161,0.812,0.81161,0.81178
2025-06-16 03:00:00,0.81178,0.81195,0.81134,0.81159
2025-06-16 03:15:00,0.81158,0.81196,0.81124,0.8116
2025-06-16 03:30:00,0.81159,0.81179,0.81137,0.81173
2025-06-16 03:45:00,0.81173,0.81225,0.81168,0.81175
2025-06-16 04:00:00,0.81179,0.81195,0.81119,0.81127
2025-06-16 04:15:00,0.81127,0.81132,0.81074,0.81103
2025-06-16 04:30:00,0.81104,0.8115,0.8107,0.81131
2025-06-16 04:45:00,0.81131,0.81178,0.81111,0.81172
2025-06-16 05:00:00,0.81171,0.8122,0.8117,0.81202
2025-06-16 05:15:00,0.81201,0.81219,0.81189,0.81213
2025-06-16 05:30:00,0.81213,0.81245,0.81212,0.81235
2025-06-16 05:45:00,0.81235,0.81253,0.81209,0.81234
2025-06-16 06:00:00,0.81235,0.81256,0.81219,0.81244
2025-06-16 06:15:00,0.81243,0.81267,0.81238,0.81241
2025-06-16 06:30:00,0.81241,0.81287,0.81229,0.81279
2025-06-16 06:45:00,0.81279,0.81307,0.81272,0.81294
2025-06-16 07:00:00,0.81294,0.81295,0.81279,0.81293
2025-06-16 07:15:00,0.81294,0.81295,0.8126,0.81278
2025-06-16 07:30:00,0.81278,0.81279,0.81245,0.81251
2025-06-16 07:45:00,0.81251,0.81268,0.81245,0.81252
2025-06-16 08:00:00,0.81253,0.81258,0.81183,0.81191
2025-06-16 08:15:00,0.81191,0.81193,0.81104,0.8112
